"","INPUT","OUTPUT","COUNT"
"20920","so hard to","be",2
"20921","so hard to","get",2
"20922","so he can","see",2
"20923","so here i","am",2
"20924","so here is","my",2
"20925","so here is","the",2
"20926","so here is","what",2
"20927","so how do","i",2
"20928","so how do","you",2
"20929","so i aint","got",2
"20930","so i am","not",2
"20931","so i called","the",2
"20932","so i can","do",2
"20933","so i can","follow",2
"20934","so i can","make",2
"20935","so i can","send",2
"20936","so i can","start",2
"20937","so i can","swim",2
"20938","so i can","take",2
"20939","so i can","talk",2
"20940","so i could","just",2
"20941","so i could","take",2
"20942","so i ended","up",2
"20943","so i found","a",2
"20944","so i got","a",2
"20945","so i guess","its",2
"20946","so i guess","we",2
"20947","so i have","never",2
"20948","so i have","returned",2
"20949","so i have","yet",2
"20950","so i may","be",2
"20951","so i need","to",2
"20952","so i think","i",2
"20953","so i think","ill",2
"20954","so i think","that",2
"20955","so i think","we",2
"20956","so i was","thrilled",2
"20957","so i went","to",2
"20958","so i will","be",2
"20959","so i will","leave",2
"20960","so i wont","be",2
"20961","so if anyone","wants",2
"20962","so if you","get",2
"20963","so if you","have",2
"20964","so ill do","my",2
"20965","so im looking","forward",2
"20966","so im not","gonna",2
"20967","so im planning","on",2
"20968","so in order","to",2
"20969","so it has","to",2
"20970","so it is","a",2
"20971","so it seems","that",2
"20972","so it was","the",2
"20973","so its going","to",2
"20974","so its hard","to",2
"20975","so its no","surprise",2
"20976","so ive been","busy",2
"20977","so jealous of","the",2
"20978","so just a","lot",2
"20979","so keep an","eye",2
"20980","so lets do","it",2
"20981","so long as","they",2
"20982","so mad at","the",2
"20983","so make sure","you",2
"20984","so many of","them",2
"20985","so many of","you",2
"20986","so many pieces","of",2
"20987","so maybe i","should",2
"20988","so much and","i",2
"20989","so much and","my",2
"20990","so much as","the",2
"20991","so much better","now",2
"20992","so much by","what",2
"20993","so much easier","to",2
"20994","so much follow","me",2
"20995","so much for","sharing",2
"20996","so much for","that",2
"20997","so much fun","cant",2
"20998","so much fun","i",2
"20999","so much fun","in",2
"21000","so much fun","that",2
"21001","so much fun","to",2
"21002","so much i","cant",2
"21003","so much i","think",2
"21004","so much it","means",2
"21005","so much let","me",2
"21006","so much love","from",2
"21007","so much love","to",2
"21008","so much more","difficult",2
"21009","so much more","fun",2
"21010","so much more","i",2
"21011","so much of","the",2
"21012","so much of","what",2
"21013","so much time","and",2
"21014","so much time","in",2
"21015","so much time","on",2
"21016","so much to","everyone",2
"21017","so much to","say",2
"21018","so much weve","got",2
"21019","so much will","you",2
"21020","so muchd i","suscribed",2
"21021","so now you","know",2
"21022","so off i","went",2
"21023","so on and","so",2
"21024","so on top","of",2
"21025","so proud of","him",2
"21026","so proud of","the",2
"21027","so proud to","be",2
"21028","so ready for","the",2
"21029","so since i","have",2
"21030","so so much","will",2
"21031","so so muchd","i",2
"21032","so so proud","of",2
"21033","so so so","much",2
"21034","so so so","muchd",2
"21035","so so so","proud",2
"21036","so startling it","leaves",2
"21037","so stinkin cute","i",2
"21038","so that i","know",2
"21039","so that i","would",2
"21040","so that it","would",2
"21041","so that she","could",2
"21042","so that when","i",2
"21043","so that you","dont",2
"21044","so that you","may",2
"21045","so thats what","i",2
"21046","so thats where","i",2
"21047","so the next","day",2
"21048","so there are","a",2
"21049","so there are","no",2
"21050","so there it","is",2
"21051","so they can","go",2
"21052","so they will","be",2
"21053","so this is","what",2
"21054","so this was","the",2
"21055","so this weekend","i",2
"21056","so tired but","i",2
"21057","so to all","my",2
"21058","so to all","the",2
"21059","so today is","the",2
"21060","so u can","make",2
"21061","so very much","for",2
"21062","so we can","all",2
"21063","so we can","fix",2
"21064","so we can","go",2
"21065","so we could","have",2
"21066","so we dont","have",2
"21067","so we need","to",2
"21068","so we should","laugh",2
"21069","so we will","see",2
"21070","so what does","it",2
"21071","so what have","you",2
"21072","so what if","the",2
"21073","so what kind","of",2
"21074","so whats the","point",2
"21075","so when are","you",2
"21076","so where does","this",2
"21077","so which is","it",2
"21078","so who wants","to",2
"21079","so why do","i",2
"21080","so why do","we",2
"21081","so why the","hell",2
"21082","so you can","all",2
"21083","so you can","be",2
"21084","so you can","more",2
"21085","so you know","that",2
"21086","so you need","to",2
"21087","so you never","know",2
"21088","so you want","to",2
"21089","soaking up the","sun",2
"21090","social economic and","environmental",2
"21091","social media for","consultants",2
"21092","social media to","influence",2
"21093","societal structure of","the",2
"21094","socks and a","new",2
"21095","sold out for","the",2
"21096","soldiers since the","release",2
"21097","soldiers there were","potential",2
"21098","some days i","just",2
"21099","some days it","is",2
"21100","some days youre","the",2
"21101","some food for","thought",2
"21102","some more than","others",2
"21103","some odd girl","is",2
"21104","some of it","is",2
"21105","some of its","most",2
"21106","some of my","best",2
"21107","some of the","great",2
"21108","some of the","issues",2
"21109","some of the","kids",2
"21110","some of the","nations",2
"21111","some of the","other",2
"21112","some of the","same",2
"21113","some of the","songs",2
"21114","some of the","time",2
"21115","some of the","worst",2
"21116","some of them","were",2
"21117","some of these","things",2
"21118","some of these","young",2
"21119","some of which","were",2
"21120","some of you","are",2
"21121","some of you","need",2
"21122","some oil in","a",2
"21123","some people absolutely","love",2
"21124","some people are","just",2
"21125","some people think","they",2
"21126","some things are","not",2
"21127","some things you","just",2
"21128","some time now","i",2
"21129","some time so","i",2
"21130","some tips on","how",2
"21131","some trouble with","the",2
"21132","some way or","another",2
"21133","somebody i used","to",2
"21134","someday will follow","me",2
"21135","someone help me","please",2
"21136","someone just told","me",2
"21137","someone special to","catch",2
"21138","someone tells me","i",2
"21139","someone to create","a",2
"21140","someone to help","us",2
"21141","someone who had","been",2
"21142","someone yells at","you",2
"21143","something as simple","as",2
"21144","something but i","dont",2
"21145","something else that","i",2
"21146","something from its","original",2
"21147","something goes wrong","and",2
"21148","something has to","be",2
"21149","something must have","happened",2
"21150","something nice to","say",2
"21151","something she had","not",2
"21152","something that i","think",2
"21153","something to say","about",2
"21154","something to say","i",2
"21155","something to think","about",2
"21156","sometimes i feel","it",2
"21157","sometimes i feel","like",2
"21158","sometimes i just","dont",2
"21159","sometimes i just","need",2
"21160","sometimes i wonder","if",2
"21161","sometimes the best","thing",2
"21162","sometimes you just","need",2
"21163","somewhere in here","i",2
"21164","son of a","bitch",2
"21165","song is on","right",2
"21166","song on the","radio",2
"21167","song one more","song",2
"21168","song saysomething comes","to",2
"21169","song that promotes","rape",2
"21170","sons and daughters","have",2
"21171","soon i love","you",2
"21172","soon sorry for","the",2
"21173","soon to be","released",2
"21174","sorry about that","i",2
"21175","sorry cant help","you",2
"21176","sorry for the","delay",2
"21177","sorry for the","late",2
"21178","sorry for the","typo",2
"21179","sorry i cant","be",2
"21180","sorry i missed","it",2
"21181","sorry to hear","about",2
"21182","sort of like","a",2
"21183","sort of like","the",2
"21184","sound in the","kitchen",2
"21185","sound new agey","but",2
"21186","sounds a bit","like",2
"21187","sounds like a","clich",2
"21188","sounds like a","fun",2
"21189","sounds like a","great",2
"21190","sounds like a","lot",2
"21191","sounds like an","interesting",2
"21192","sounds like it","was",2
"21193","sounds like it","will",2
"21194","speak to me","in",2
"21195","speak to someone","about",2
"21196","special place in","hell",2
"21197","special to catch","your",2
"21198","spend a month","in",2
"21199","spend more time","with",2
"21200","spend so much","time",2
"21201","spend some time","with",2
"21202","spend the day","with",2
"21203","spend the night","in",2
"21204","spending a few","days",2
"21205","spending a lot","of",2
"21206","spending time with","my",2
"21207","spending too much","time",2
"21208","spent a couple","of",2
"21209","spent most of","the",2
"21210","spent the afternoon","at",2
"21211","spent the last","few",2
"21212","spent years trying","to",2
"21213","spirit of the","lord",2
"21214","spot does he","get",2
"21215","spot i go","back",2
"21216","spot when it","comes",2
"21217","spread it out","over",2
"21218","spread the word","about",2
"21219","spread the word","to",2
"21220","spring break and","i",2
"21221","spring break pro","am",2
"21222","st francis of","assisi",2
"21223","stabbed to death","in",2
"21224","stake in the","company",2
"21225","stake in the","outcome",2
"21226","stand at the","door",2
"21227","stand in the","way",2
"21228","standing here on","the",2
"21229","standing next to","the",2
"21230","stared at me","in",2
"21231","start a new","challenge",2
"21232","start all over","again",2
"21233","start at pm","and",2
"21234","start living your","passion",2
"21235","start to feel","better",2
"21236","start to the","day",2
"21237","start to think","about",2
"21238","start with the","letter",2
"21239","start your day","off",2
"21240","start your night","off",2
"21241","started off as","a",2
"21242","started off with","a",2
"21243","starting in the","s",2
"21244","starting to feel","like",2
"21245","startling it leaves","little",2
"21246","state and federal","agencies",2
"21247","state of the","state",2
"21248","station getting ready","for",2
"21249","stay at home","dad",2
"21250","stay at home","moms",2
"21251","stay in one","place",2
"21252","stay in their","world",2
"21253","stay on top","of",2
"21254","stay up all","night",2
"21255","stayed with me","for",2
"21256","staying home worse","than",2
"21257","stays in the","community",2
"21258","step away from","the",2
"21259","step in the","right",2
"21260","step up to","the",2
"21261","steve jobs thank","you",2
"21262","stewart arch lattice","border",2
"21263","sticking out of","the",2
"21264","still be at","the",2
"21265","still be holding","you",2
"21266","still be there","when",2
"21267","still cant believe","we",2
"21268","still cant get","over",2
"21269","still dont have","the",2
"21270","still feel the","same",2
"21271","still have my","phone",2
"21272","still have to","do",2
"21273","still have yet","to",2
"21274","still havent had","much",2
"21275","still in love","with",2
"21276","still in the","area",2
"21277","still need to","make",2
"21278","still need to","pay",2
"21279","still one of","the",2
"21280","still single me","in",2
"21281","still turn to","you",2
"21282","still waiting for","the",2
"21283","still young enough","to",2
"21284","stoked to have","a",2
"21285","stood back and","watched",2
"21286","stood in the","middle",2
"21287","stop by to","say",2
"21288","stop lookin at","me",2
"21289","stop tweeting until","he",2
"21290","stop youre making","me",2
"21291","store up for","yourselves",2
"21292","story and im","sticking",2
"21293","story is true","and",2
"21294","story takes place","in",2
"21295","story you want","to",2
"21296","strange for such","a",2
"21297","strange that it","was",2
"21298","stranger and ye","took",2
"21299","strong emotional vampire","behaviors",2
"21300","stryper this friday","at",2
"21301","stuck in the","middle",2
"21302","stuck in the","s",2
"21303","student at the","university",2
"21304","students would probably","or",2
"21305","studio two studio","one",2
"21306","study to determine","the",2
"21307","stuff coming out","soon",2
"21308","stuff i thought","i",2
"21309","style of the","day",2
"21310","substantial new question","of",2
"21311","success but the","key",2
"21312","success comes before","work",2
"21313","success consists of","going",2
"21314","such a beautiful","day",2
"21315","such a big","part",2
"21316","such a bitch","in",2
"21317","such a fun","time",2
"21318","such a good","friend",2
"21319","such a good","idea",2
"21320","such a good","time",2
"21321","such a great","cause",2
"21322","such a great","job",2
"21323","such a huge","fan",2
"21324","such a large","bag",2
"21325","such a long","day",2
"21326","such a nice","day",2
"21327","such a pleasure","meeting",2
"21328","such a thing","is",2
"21329","such an exciting","day",2
"21330","such as a","public",2
"21331","such as it","is",2
"21332","such as the","one",2
"21333","such thing in","anyones",2
"21334","suddenly you are","doing",2
"21335","suffering as a","consequence",2
"21336","suffering from a","broken",2
"21337","suffices to say","that",2
"21338","sufficient thrust pigs","fly",2
"21339","suggested that i","wear",2
"21340","suicide data today","for",2
"21341","suicides among activeduty","soldiers",2
"21342","suicides and remain","under",2
"21343","sum up everything","ive",2
"21344","sunday dual morning","services",2
"21345","sunday may at","am",2
"21346","sunday night slow","jams",2
"21347","super easy to","make",2
"21348","super excited to","be",2
"21349","supposed to be","in",2
"21350","supposed to be","insulting",2
"21351","supposed to be","learning",2
"21352","supposed to be","like",2
"21353","supposed to be","pretty",2
"21354","supposed to get","up",2
"21355","supposed to know","whats",2
"21356","sure exactly what","it",2
"21357","sure i have","the",2
"21358","sure i understand","the",2
"21359","sure i will","have",2
"21360","sure if i","like",2
"21361","sure if i","mentioned",2
"21362","sure if i","will",2
"21363","sure it was","worth",2
"21364","sure it would","be",2
"21365","sure know how","to",2
"21366","sure that i","was",2
"21367","sure that it","will",2
"21368","sure that what","you",2
"21369","sure the book","is",2
"21370","sure there are","no",2
"21371","sure to check","in",2
"21372","sure to click","the",2
"21373","sure to follow","our",2
"21374","sure to follow","us",2
"21375","sure to leave","a",2
"21376","sure to use","the",2
"21377","sure to visit","the",2
"21378","sure what to","expect",2
"21379","sure you want","to",2
"21380","sure you will","do",2
"21381","surely one of","the",2
"21382","surprised by how","many",2
"21383","surprised me with","the",2
"21384","surprised to find","that",2
"21385","surprised to see","some",2
"21386","surrounded by people","who",2
"21387","suscribed every single","one",2
"21388","swear if i","have",2
"21389","sweet s for","st",2
"21390","sweetwaters spring preschool","classes",2
"21391","syria including at","least",2
"21392","table next to","the",2
"21393","take a chance","on",2
"21394","take a chance","or",2
"21395","take a few","photos",2
"21396","take a picture","for",2
"21397","take a second","to",2
"21398","take a shot","every",2
"21399","take a shot","for",2
"21400","take a step","back",2
"21401","take advantage of","it",2
"21402","take advantage of","our",2
"21403","take advantage of","that",2
"21404","take advantage of","the",2
"21405","take advantage of","this",2
"21406","take all sorts","of",2
"21407","take care of","him",2
"21408","take care of","me",2
"21409","take care of","that",2
"21410","take care of","them",2
"21411","take care of","your",2
"21412","take for granted","the",2
"21413","take full advantage","of",2
"21414","take good care","of",2
"21415","take into account","the",2
"21416","take me away","from",2
"21417","take me to","school",2
"21418","take me with","you",2
"21419","take my mind","off",2
"21420","take no for","an",2
"21421","take part in","a",2
"21422","take pictures of","the",2
"21423","take some time","to",2
"21424","take that as","a",2
"21425","take the day","off",2
"21426","take the first","step",2
"21427","take the garbage","out",2
"21428","take them seriously","they",2
"21429","take this opportunity","to",2
"21430","take time to","read",2
"21431","take you for","a",2
"21432","take you on","a",2
"21433","take your child","to",2
"21434","taken for granted","and",2
"21435","taken the decision","to",2
"21436","taken the time","to",2
"21437","taken with cinnamon","powder",2
"21438","takes is consistent","with",2
"21439","takes place in","a",2
"21440","takes someone special","to",2
"21441","taking a look","at",2
"21442","taking advantage of","the",2
"21443","taking care of","my",2
"21444","taking care of","myself",2
"21445","taking her to","the",2
"21446","taking me back","to",2
"21447","taking more and","more",2
"21448","taking pictures of","them",2
"21449","taking the christ","out",2
"21450","taking the time","out",2
"21451","talk about it","much",2
"21452","talk in their","sleep",2
"21453","talk to me","about",2
"21454","talk to me","like",2
"21455","talk to me","on",2
"21456","talk to you","about",2
"21457","talk with you","about",2
"21458","talked for some","time",2
"21459","talking about believing","in",2
"21460","talking about me","im",2
"21461","talking about the","new",2
"21462","talking openly about","it",2
"21463","tall dark and","handsome",2
"21464","tardy for the","party",2
"21465","targeted at consumers","in",2
"21466","targeting security buildings","in",2
"21467","tax rate of","percent",2
"21468","teach him how","to",2
"21469","teach you how","to",2
"21470","tear it up","at",2
"21471","tear it up","tonight",2
"21472","tears in my","eyes",2
"21473","technical data and","defense",2
"21474","technology engineering and","math",2
"21475","tell ade the","truth",2
"21476","tell all her","friends",2
"21477","tell all your","friends",2
"21478","tell her i","said",2
"21479","tell him i","said",2
"21480","tell him that","you",2
"21481","tell his mother","and",2
"21482","tell it like","it",2
"21483","tell me do","you",2
"21484","tell me how","to",2
"21485","tell me i","have",2
"21486","tell me what","i",2
"21487","tell me what","it",2
"21488","tell me what","the",2
"21489","tell people to","follow",2
"21490","tell the truth","you",2
"21491","tell us another","one",2
"21492","tell us that","the",2
"21493","tell you about","a",2
"21494","tell you about","my",2
"21495","tell you how","much",2
"21496","tell you it","was",2
"21497","tell you that","all",2
"21498","tell you that","they",2
"21499","tell you why","i",2
"21500","tell you why","it",2
"21501","telling me what","to",2
"21502","telling the truth","and",2
"21503","telling the truth","when",2
"21504","telling us that","the",2
"21505","tells me i","cant",2
"21506","ten minutes away","from",2
"21507","ten years in","the",2
"21508","tend to be","more",2
"21509","tend to think","of",2
"21510","tens of millions","of",2
"21511","tens of thousands","of",2
"21512","terms of their","parole",2
"21513","texas live music","scene",2
"21514","text me if","you",2
"21515","th am to","pm",2
"21516","th and th","grader",2
"21517","th anniversary of","the",2
"21518","th at pm","at",2
"21519","th at pm","for",2
"21520","th birthday and","i",2
"21521","th birthday to","the",2
"21522","th cant come","soon",2
"21523","th for the","meter",2
"21524","th of july","everyone",2
"21525","th pick in","the",2
"21526","th th and","th",2
"21527","th th th","and",2
"21528","than a few","times",2
"21529","than a handful","of",2
"21530","than a year","old",2
"21531","than going to","school",2
"21532","than i am","right",2
"21533","than i can","count",2
"21534","than i could","ever",2
"21535","than i could","handle",2
"21536","than i did","in",2
"21537","than i do","but",2
"21538","than i ever","have",2
"21539","than i expected","the",2
"21540","than i had","ever",2
"21541","than i had","imagined",2
"21542","than i have","ever",2
"21543","than i was","with",2
"21544","than i would","like",2
"21545","than it had","been",2
"21546","than made up","for",2
"21547","than million has","been",2
"21548","than that i","was",2
"21549","than that it","is",2
"21550","than that of","returning",2
"21551","than the one","that",2
"21552","thank god i","dont",2
"21553","thank goodness it","was",2
"21554","thank u for","the",2
"21555","thank u god","for",2
"21556","thank you all","i",2
"21557","thank you all","so",2
"21558","thank you and","im",2
"21559","thank you and","thanks",2
"21560","thank you and","youre",2
"21561","thank you for","a",2
"21562","thank you for","always",2
"21563","thank you for","everything",2
"21564","thank you for","finally",2
"21565","thank you for","having",2
"21566","thank you for","letting",2
"21567","thank you for","posting",2
"21568","thank you for","praying",2
"21569","thank you for","replying",2
"21570","thank you for","rting",2
"21571","thank you for","spreading",2
"21572","thank you for","visiting",2
"21573","thank you guys","so",2
"21574","thank you have","a",2
"21575","thank you hope","your",2
"21576","thank you i","appreciate",2
"21577","thank you i","had",2
"21578","thank you i","just",2
"21579","thank you i","will",2
"21580","thank you rt","happy",2
"21581","thank you soo","much",2
"21582","thank you we","are",2
"21583","thankful for all","of",2
"21584","thankful for what","we",2
"21585","thankful that i","have",2
"21586","thanks again for","using",2
"21587","thanks again for","your",2
"21588","thanks everyone for","the",2
"21589","thanks for being","our",2
"21590","thanks for following","and",2
"21591","thanks for following","we",2
"21592","thanks for giving","us",2
"21593","thanks for helping","us",2
"21594","thanks for letting","me",2
"21595","thanks for liking","my",2
"21596","thanks for making","it",2
"21597","thanks for sharing","it",2
"21598","thanks for sharing","our",2
"21599","thanks for sharing","your",2
"21600","thanks for the","birthday",2
"21601","thanks for the","book",2
"21602","thanks for the","encouragement",2
"21603","thanks for the","followi",2
"21604","thanks for the","idea",2
"21605","thanks for the","info",2
"21606","thanks for the","input",2
"21607","thanks for the","intro",2
"21608","thanks for the","mentions",2
"21609","thanks for the","note",2
"21610","thanks for the","share",2
"21611","thanks for the","thanks",2
"21612","thanks for the","wonderful",2
"21613","thanks for trying","to",2
"21614","thanks for visiting","us",2
"21615","thanks for your","participation",2
"21616","thanks for your","patience",2
"21617","thanks i will","check",2
"21618","thanks ill check","it",2
"21619","thanks in part","to",2
"21620","thanks it was","a",2
"21621","thanks its been","a",2
"21622","thanks man appreciate","the",2
"21623","thanks man i","appreciate",2
"21624","thanks rt thanks","for",2
"21625","thanks so much","i",2
"21626","thanks so much","it",2
"21627","thanks so much","let",2
"21628","thanks so much","to",2
"21629","thanks to and","for",2
"21630","thanks to for","all",2
"21631","thanks to for","sharing",2
"21632","thanks to my","mom",2
"21633","thanks to the","support",2
"21634","thanks to you","and",2
"21635","thanks very much","for",2
"21636","thankyou to all","my",2
"21637","that a lot","of",2
"21638","that all of","this",2
"21639","that all of","us",2
"21640","that among these","are",2
"21641","that appeals to","me",2
"21642","that are currently","in",2
"21643","that are expected","to",2
"21644","that are in","the",2
"21645","that as you","know",2
"21646","that at all","the",2
"21647","that at one","point",2
"21648","that because of","the",2
"21649","that began in","the",2
"21650","that big of","a",2
"21651","that brings me","to",2
"21652","that brings out","the",2
"21653","that brought people","to",2
"21654","that came out","of",2
"21655","that came out","right",2
"21656","that came out","to",2
"21657","that came up","in",2
"21658","that can be","done",2
"21659","that can go","wrong",2
"21660","that changed my","life",2
"21661","that come with","being",2
"21662","that comes out","of",2
"21663","that could make","the",2
"21664","that discusses how","the",2
"21665","that does not","mean",2
"21666","that doesnt mean","im",2
"21667","that doesnt mean","its",2
"21668","that doesnt mean","you",2
"21669","that dont end","in",2
"21670","that everything was","fine",2
"21671","that everything was","going",2
"21672","that everything will","work",2
"21673","that explains so","much",2
"21674","that feature through","its",2
"21675","that for a","while",2
"21676","that for the","most",2
"21677","that girl with","the",2
"21678","that go along","with",2
"21679","that god does","not",2
"21680","that goes along","with",2
"21681","that happen to","you",2
"21682","that happens a","lot",2
"21683","that happiness is","a",2
"21684","that has been","taken",2
"21685","that has ever","been",2
"21686","that have a","lot",2
"21687","that have yet","to",2
"21688","that he and","his",2
"21689","that he can","have",2
"21690","that he has","no",2
"21691","that he is","dead",2
"21692","that he is","in",2
"21693","that he might","have",2
"21694","that he s","not",2
"21695","that he told","me",2
"21696","that he was","actually",2
"21697","that i absolutely","love",2
"21698","that i am","i",2
"21699","that i am","living",2
"21700","that i am","officially",2
"21701","that i am","so",2
"21702","that i am","strong",2
"21703","that i am","the",2
"21704","that i began","to",2
"21705","that i can","call",2
"21706","that i cant","see",2
"21707","that i could","get",2
"21708","that i find","it",2
"21709","that i find","myself",2
"21710","that i found","the",2
"21711","that i get","to",2
"21712","that i got","to",2
"21713","that i had","in",2
"21714","that i had","lost",2
"21715","that i had","my",2
"21716","that i had","some",2
"21717","that i have","finally",2
"21718","that i have","found",2
"21719","that i have","made",2
"21720","that i have","no",2
"21721","that i have","read",2
"21722","that i have","written",2
"21723","that i hope","will",2
"21724","that i know","i",2
"21725","that i know","of",2
"21726","that i like","about",2
"21727","that i like","to",2
"21728","that i love","this",2
"21729","that i may","have",2
"21730","that i might","not",2
"21731","that i never","really",2
"21732","that i picked","up",2
"21733","that i put","a",2
"21734","that i really","enjoyed",2
"21735","that i should","have",2
"21736","that i still","have",2
"21737","that i tell","him",2
"21738","that i think","i",2
"21739","that i think","in",2
"21740","that i thought","i",2
"21741","that i was","a",2
"21742","that i was","able",2
"21743","that i was","afraid",2
"21744","that i was","feeling",2
"21745","that i was","his",2
"21746","that i was","in",2
"21747","that i was","so",2
"21748","that i was","too",2
"21749","that i went","to",2
"21750","that i would","like",2
"21751","that i would","really",2
"21752","that if it","is",2
"21753","that if we","had",2
"21754","that if we","want",2
"21755","that if you","can",2
"21756","that if you","cut",2
"21757","that if you","have",2
"21758","that if you","want",2
"21759","that im a","big",2
"21760","that im already","thinking",2
"21761","that im not","sure",2
"21762","that im pretty","sure",2
"21763","that in mind","heres",2
"21764","that is a","great",2
"21765","that is a","whole",2
"21766","that is able","to",2
"21767","that is all","that",2
"21768","that is all","there",2
"21769","that is different","from",2
"21770","that is for","sure",2
"21771","that is happening","in",2
"21772","that is how","i",2
"21773","that is in","my",2
"21774","that is inconsistent","with",2
"21775","that is not","always",2
"21776","that is not","an",2
"21777","that is not","just",2
"21778","that is not","what",2
"21779","that is part","of",2
"21780","that is so","cool",2
"21781","that is so","great",2
"21782","that is so","true",2
"21783","that is the","best",2
"21784","that is the","effect",2
"21785","that is the","equivalent",2
"21786","that is the","funniest",2
"21787","that is the","most",2
"21788","that is true","but",2
"21789","that is up","to",2
"21790","that is what","they",2
"21791","that is why","the",2
"21792","that isnt easy","to",2
"21793","that it is","all",2
"21794","that it is","impossible",2
"21795","that it might","be",2
"21796","that it seemed","to",2
"21797","that it took","me",2
"21798","that it was","not",2
"21799","that it was","what",2
"21800","that it wont","be",2
"21801","that it would","have",2
"21802","that it would","make",2
"21803","that ive been","using",2
"21804","that kind of","day",2
"21805","that kind of","situation",2
"21806","that knowledge is","power",2
"21807","that last night","haha",2
"21808","that last one","wasnt",2
"21809","that last tweet","im",2
"21810","that love compelled","christ",2
"21811","that make me","feel",2
"21812","that make you","feel",2
"21813","that makes it","so",2
"21814","that makes life","easier",2
"21815","that makes me","a",2
"21816","that makes two","of",2
"21817","that makes you","feel",2
"21818","that many things","are",2
"21819","that means that","this",2
"21820","that might be","a",2
"21821","that moment i","felt",2
"21822","that moment when","you",2
"21823","that most of","the",2
"21824","that much but","i",2
"21825","that must have","been",2
"21826","that my best","friend",2
"21827","that new girl","that",2
"21828","that no matter","the",2
"21829","that no one","can",2
"21830","that none of","the",2
"21831","that not only","does",2
"21832","that of all","the",2
"21833","that of course","i",2
"21834","that of returning","thanks",2
"21835","that one in","there",2
"21836","that one of","my",2
"21837","that one time","i",2
"21838","that our bodies","are",2
"21839","that part of","my",2
"21840","that perhaps i","am",2
"21841","that required me","to",2
"21842","that say about","me",2
"21843","that seems to","be",2
"21844","that seems to","have",2
"21845","that she could","be",2
"21846","that she could","see",2
"21847","that she didnt","even",2
"21848","that she doesnt","know",2
"21849","that she doesnt","want",2
"21850","that she had","a",2
"21851","that she had","found",2
"21852","that she had","not",2
"21853","that she wants","to",2
"21854","that she was","going",2
"21855","that shit i","dont",2
"21856","that should be","a",2
"21857","that side of","the",2
"21858","that so many","people",2
"21859","that software patents","are",2
"21860","that some people","have",2
"21861","that start with","the",2
"21862","that suppose to","be",2
"21863","that that was","a",2
"21864","that thats why","i",2
"21865","that the author","is",2
"21866","that the bible","is",2
"21867","that the country","is",2
"21868","that the loss","of",2
"21869","that the man","was",2
"21870","that the most","radical",2
"21871","that the problem","of",2
"21872","that the world","can",2
"21873","that there are","objective",2
"21874","that there are","plenty",2
"21875","that there is","something",2
"21876","that there should","be",2
"21877","that there was","an",2
"21878","that they are","in",2
"21879","that they are","looking",2
"21880","that they are","not",2
"21881","that they both","have",2
"21882","that they cant","be",2
"21883","that they didnt","have",2
"21884","that they need","to",2
"21885","that they should","be",2
"21886","that they will","be",2
"21887","that this country","is",2
"21888","that this is","an",2
"21889","that this is","no",2
"21890","that this is","not",2
"21891","that this must","be",2
"21892","that this year","the",2
"21893","that to be","a",2
"21894","that to percent","of",2
"21895","that today is","a",2
"21896","that want to","work",2
"21897","that was a","bit",2
"21898","that was all","i",2
"21899","that was being","staffed",2
"21900","that was in","the",2
"21901","that was it","i",2
"21902","that was nothing","compared",2
"21903","that was part","of",2
"21904","that was the","best",2
"21905","that was the","case",2
"21906","that was the","first",2
"21907","that was the","one",2
"21908","that wasnt going","to",2
"21909","that way for","a",2
"21910","that way i","can",2
"21911","that we all","know",2
"21912","that we are","a",2
"21913","that we are","all",2
"21914","that we are","not",2
"21915","that we can","be",2
"21916","that we continue","to",2
"21917","that we could","not",2
"21918","that we have","all",2
"21919","that we have","to",2
"21920","that we live","in",2
"21921","that we may","have",2
"21922","that we want","to",2
"21923","that we were","able",2
"21924","that weird moment","when",2
"21925","that what i","was",2
"21926","that when i","was",2
"21927","that when i","went",2
"21928","that will be","the",2
"21929","that will eventually","be",2
"21930","that will i","hope",2
"21931","that will make","you",2
"21932","that with all","my",2
"21933","that would be","so",2
"21934","that would be","something",2
"21935","that would give","me",2
"21936","that would make","a",2
"21937","that would make","my",2
"21938","that you and","i",2
"21939","that you are","my",2
"21940","that you can","be",2
"21941","that you can","do",2
"21942","that you cant","stop",2
"21943","that you had","to",2
"21944","that you have","on",2
"21945","that you have","yet",2
"21946","that you just","have",2
"21947","that you like","so",2
"21948","that you may","have",2
"21949","that you might","be",2
"21950","that you might","want",2
"21951","that you want","it",2
"21952","that you will","not",2
"21953","thatawkwardmoment when you","go",2
"21954","thats a good","idea",2
"21955","thats a good","one",2
"21956","thats a great","idea",2
"21957","thats a whole","other",2
"21958","thats all i","am",2
"21959","thats all that","mattered",2
"21960","thats all that","matters",2
"21961","thats all you","really",2
"21962","thats happened to","me",2
"21963","thats how it","goes",2
"21964","thats how mercy","saw",2
"21965","thats it for","today",2
"21966","thats my biggest","dream",2
"21967","thats my story","and",2
"21968","thats not really","a",2
"21969","thats not the","case",2
"21970","thats not to","say",2
"21971","thats pretty good","for",2
"21972","thats pretty much","how",2
"21973","thats that shit","i",2
"21974","thats the beauty","of",2
"21975","thats the kind","of",2
"21976","thats the only","thing",2
"21977","thats too much","to",2
"21978","thats what happened","to",2
"21979","thats what i","am",2
"21980","thats what i","do",2
"21981","thats what i","need",2
