"","INPUT","OUTPUT","COUNT"
"30072","save you","a",3
"30073","saving up","for",3
"30074","saw it","i",3
"30075","saw that","coming",3
"30076","saw that","movie",3
"30077","saw the","movie",3
"30078","say a","prayer",3
"30079","say about","the",3
"30080","say goodbye","to",3
"30081","say he","was",3
"30082","say i","want",3
"30083","say is","wow",3
"30084","say that","im",3
"30085","say that","its",3
"30086","say that","they",3
"30087","say the","word",3
"30088","say they","are",3
"30089","say they","will",3
"30090","say you","cannot",3
"30091","saying i","dont",3
"30092","saying there","are",3
"30093","saying this","is",3
"30094","says a","lot",3
"30095","says i","need",3
"30096","says that","he",3
"30097","scattered all","over",3
"30098","schedule has","been",3
"30099","school and","was",3
"30100","school at","the",3
"30101","school has","been",3
"30102","school in","the",3
"30103","school of","music",3
"30104","school with","a",3
"30105","scope of","the",3
"30106","search of","the",3
"30107","season i","think",3
"30108","seats at","the",3
"30109","second time","around",3
"30110","second world","war",3
"30111","secretary of","state",3
"30112","section of","my",3
"30113","see a","new",3
"30114","see a","pic",3
"30115","see all","of",3
"30116","see as","a",3
"30117","see at","the",3
"30118","see himself","in",3
"30119","see how","they",3
"30120","see how","you",3
"30121","see if","anyone",3
"30122","see if","itll",3
"30123","see if","there",3
"30124","see in","a",3
"30125","see it","again",3
"30126","see it","as",3
"30127","see me","in",3
"30128","see old","friends",3
"30129","see on","the",3
"30130","see reds","in",3
"30131","see so","many",3
"30132","see that","i",3
"30133","see that","there",3
"30134","see that","they",3
"30135","see the","day",3
"30136","see the","difference",3
"30137","see the","full",3
"30138","see the","movie",3
"30139","see the","same",3
"30140","see the","stars",3
"30141","see through","the",3
"30142","see us","at",3
"30143","see us","for",3
"30144","see what","all",3
"30145","see what","comes",3
"30146","see what","everyone",3
"30147","see what","he",3
"30148","see what","im",3
"30149","see what","my",3
"30150","see what","she",3
"30151","see what","was",3
"30152","see ya","later",3
"30153","see you","then",3
"30154","see you","this",3
"30155","see you","today",3
"30156","see you","tonight",3
"30157","see your","face",3
"30158","seeing all","the",3
"30159","seeing the","same",3
"30160","seeing what","the",3
"30161","seeing you","all",3
"30162","seeing you","and",3
"30163","seeing you","at",3
"30164","seem like","the",3
"30165","seem to","do",3
"30166","seem to","find",3
"30167","seem to","fit",3
"30168","seem to","make",3
"30169","seem to","mind",3
"30170","seem to","stop",3
"30171","seemed to","take",3
"30172","seems a","bit",3
"30173","seems to","get",3
"30174","seems to","say",3
"30175","seen before","and",3
"30176","seen it","i",3
"30177","seen it","yet",3
"30178","seen to","be",3
"30179","semester to","be",3
"30180","send me","the",3
"30181","send us","an",3
"30182","send you","the",3
"30183","sending you","a",3
"30184","senior year","of",3
"30185","sense of","gratitude",3
"30186","sense of","self",3
"30187","sense of","their",3
"30188","sent a","letter",3
"30189","sent an","email",3
"30190","sent it","to",3
"30191","sent me","an",3
"30192","september th","at",3
"30193","sequel to","the",3
"30194","series of","articles",3
"30195","seriously this","is",3
"30196","seriously want","to",3
"30197","served as","a",3
"30198","served in","the",3
"30199","service to","the",3
"30200","set and","the",3
"30201","set i","ever",3
"30202","set me","up",3
"30203","set of","circumstances",3
"30204","set the","tone",3
"30205","set to","be",3
"30206","set up","for",3
"30207","set you","free",3
"30208","setting up","the",3
"30209","seven of","the",3
"30210","seven year","old",3
"30211","several of","my",3
"30212","several of","them",3
"30213","several pieces","of",3
"30214","shades of","grey",3
"30215","shake it","up",3
"30216","shake off","the",3
"30217","shakes his","head",3
"30218","shall i","do",3
"30219","shame on","you",3
"30220","shapes and","sizes",3
"30221","share a","few",3
"30222","share the","same",3
"30223","share what","you",3
"30224","share with","the",3
"30225","share with","us",3
"30226","share your","favorite",3
"30227","shared with","me",3
"30228","sharing them","with",3
"30229","she and","i",3
"30230","she asked","me",3
"30231","she believes","that",3
"30232","she cant","help",3
"30233","she comes","to",3
"30234","she continues","to",3
"30235","she could","be",3
"30236","she could","see",3
"30237","she did","a",3
"30238","she did","it",3
"30239","she didnt","want",3
"30240","she does","not",3
"30241","she doesnt","need",3
"30242","she ends","up",3
"30243","she goes","to",3
"30244","she had","done",3
"30245","she had","gotten",3
"30246","she has","fallen",3
"30247","she is","beautiful",3
"30248","she is","doing",3
"30249","she is","even",3
"30250","she is","now",3
"30251","she is","such",3
"30252","she is","very",3
"30253","she knows","it",3
"30254","she let","me",3
"30255","she looks","like",3
"30256","she loves","you",3
"30257","she made","a",3
"30258","she makes","a",3
"30259","she might","be",3
"30260","she needed","to",3
"30261","she never","got",3
"30262","she said","but",3
"30263","she said","her",3
"30264","she says","i",3
"30265","she smiled","and",3
"30266","she thinks","its",3
"30267","she was","almost",3
"30268","she was","also",3
"30269","she was","beautiful",3
"30270","she was","great",3
"30271","she was","having",3
"30272","she was","just",3
"30273","she was","like",3
"30274","she was","talking",3
"30275","she was","trying",3
"30276","she was","with",3
"30277","she went","to",3
"30278","she wont","be",3
"30279","she would","have",3
"30280","she would","try",3
"30281","shes one","of",3
"30282","shes the","best",3
"30283","shocked to","discover",3
"30284","shoes and","socks",3
"30285","shop of","horrors",3
"30286","short of","the",3
"30287","short period","of",3
"30288","short stories","and",3
"30289","short term","momentum",3
"30290","shot of","espresso",3
"30291","shots of","the",3
"30292","should also","be",3
"30293","should be","allowed",3
"30294","should be","back",3
"30295","should be","doing",3
"30296","should be","done",3
"30297","should be","fine",3
"30298","should be","good",3
"30299","should be","proud",3
"30300","should be","used",3
"30301","should be","very",3
"30302","should bring","the",3
"30303","should do","the",3
"30304","should get","a",3
"30305","should have","gone",3
"30306","should have","made",3
"30307","should i","get",3
"30308","should just","be",3
"30309","should like","to",3
"30310","should make","an",3
"30311","should see","the",3
"30312","should tell","you",3
"30313","should trust","in",3
"30314","should try","it",3
"30315","shouldnt have","to",3
"30316","shout out","and",3
"30317","shout out","i",3
"30318","show and","i",3
"30319","show and","the",3
"30320","show in","the",3
"30321","show me","how",3
"30322","show me","your",3
"30323","show on","saturday",3
"30324","show on","the",3
"30325","show some","love",3
"30326","show up","in",3
"30327","show up","on",3
"30328","show us","what",3
"30329","show would","be",3
"30330","show you","a",3
"30331","showed me","a",3
"30332","showing of","the",3
"30333","showing up","to",3
"30334","shows up","to",3
"30335","shows you","how",3
"30336","shrimp salad","mango",3
"30337","shut down","the",3
"30338","sick of","the",3
"30339","side and","all",3
"30340","side and","then",3
"30341","side of","a",3
"30342","side or","the",3
"30343","sigh of","relief",3
"30344","sign me","up",3
"30345","signing of","the",3
"30346","silent in","the",3
"30347","similar to","this",3
"30348","similar to","what",3
"30349","simply because","i",3
"30350","since he","got",3
"30351","since he","has",3
"30352","since i","had",3
"30353","since i","havent",3
"30354","since i","know",3
"30355","since it","is",3
"30356","since ive","been",3
"30357","since the","beginning",3
"30358","since the","day",3
"30359","since the","early",3
"30360","since the","first",3
"30361","since there","are",3
"30362","since they","have",3
"30363","since we","have",3
"30364","since weve","been",3
"30365","since when","is",3
"30366","sing and","dance",3
"30367","single and","ready",3
"30368","single day","and",3
"30369","single me","in",3
"30370","sit in","a",3
"30371","sit in","the",3
"30372","sit on","your",3
"30373","site with","the",3
"30374","six year","old",3
"30375","sleep a","night",3
"30376","sleep during","the",3
"30377","sleep on","the",3
"30378","sleep right","now",3
"30379","sleep so","im",3
"30380","sleeping in","a",3
"30381","smart enough","to",3
"30382","smile on","his",3
"30383","smiths grand","national",3
"30384","snap a","photo",3
"30385","so annoyed","with",3
"30386","so as","not",3
"30387","so at","least",3
"30388","so bad","but",3
"30389","so bad","for",3
"30390","so be","it",3
"30391","so be","sure",3
"30392","so by","the",3
"30393","so call","me",3
"30394","so cant","wait",3
"30395","so come","on",3
"30396","so cool","i",3
"30397","so cute","and",3
"30398","so cute","i",3
"30399","so different","from",3
"30400","so do","you",3
"30401","so does","this",3
"30402","so even","if",3
"30403","so far","its",3
"30404","so far","that",3
"30405","so fast","i",3
"30406","so for","now",3
"30407","so fun","to",3
"30408","so glad","my",3
"30409","so good","i",3
"30410","so hard","about",3
"30411","so he","is",3
"30412","so here","it",3
"30413","so here","we",3
"30414","so how","are",3
"30415","so how","many",3
"30416","so i","figured",3
"30417","so i","left",3
"30418","so i","need",3
"30419","so i","now",3
"30420","so i","see",3
"30421","so i","used",3
"30422","so i","want",3
"30423","so i","wouldnt",3
"30424","so if","anyone",3
"30425","so if","your",3
"30426","so im","gonna",3
"30427","so im","looking",3
"30428","so important","to",3
"30429","so is","the",3
"30430","so its","the",3
"30431","so just","a",3
"30432","so let","us",3
"30433","so lets","do",3
"30434","so make","sure",3
"30435","so many","different",3
"30436","so many","lovely",3
"30437","so many","others",3
"30438","so many","questions",3
"30439","so many","times",3
"30440","so many","who",3
"30441","so many","wonderful",3
"30442","so maybe","the",3
"30443","so much","great",3
"30444","so much","it",3
"30445","so much","less",3
"30446","so much","pain",3
"30447","so much","we",3
"30448","so much","your",3
"30449","so nice","out",3
"30450","so now","the",3
"30451","so one","of",3
"30452","so out","of",3
"30453","so popular","the",3
"30454","so proud","that",3
"30455","so sad","i",3
"30456","so since","i",3
"30457","so smart","i",3
"30458","so sorry","i",3
"30459","so sorry","to",3
"30460","so stay","tuned",3
"30461","so thank","you",3
"30462","so thankful","that",3
"30463","so that","its",3
"30464","so thats","where",3
"30465","so there","was",3
"30466","so theres","no",3
"30467","so they","wont",3
"30468","so this","was",3
"30469","so thrilled","to",3
"30470","so tired","but",3
"30471","so to","speak",3
"30472","so today","i",3
"30473","so today","is",3
"30474","so u","can",3
"30475","so very","true",3
"30476","so we","didnt",3
"30477","so we","went",3
"30478","so we","will",3
"30479","so well","see",3
"30480","so well","that",3
"30481","so well","with",3
"30482","so what","i",3
"30483","so what","if",3
"30484","so what","you",3
"30485","so whats","the",3
"30486","so where","does",3
"30487","so while","he",3
"30488","so why","is",3
"30489","so why","not",3
"30490","so why","was",3
"30491","so you","never",3
"30492","so you","think",3
"30493","soaking up","the",3
"30494","social media","and",3
"30495","social media","to",3
"30496","sold in","the",3
"30497","solution for","the",3
"30498","solve a","problem",3
"30499","some errands","and",3
"30500","some for","the",3
"30501","some form","of",3
"30502","some fun","and",3
"30503","some in","my",3
"30504","some last","minute",3
"30505","some much","needed",3
"30506","some new","music",3
"30507","some odd","girl",3
"30508","some of","that",3
"30509","some old","friends",3
"30510","some people","believe",3
"30511","some people","can",3
"30512","some people","think",3
"30513","some point","in",3
"30514","some point","you",3
"30515","some time","with",3
"30516","some trouble","with",3
"30517","some way","to",3
"30518","someday i","will",3
"30519","someone call","me",3
"30520","someone else","is",3
"30521","someone else","will",3
"30522","someone from","the",3
"30523","someone i","know",3
"30524","someone in","the",3
"30525","someone like","me",3
"30526","someone to","come",3
"30527","someone who","gets",3
"30528","someone who","had",3
"30529","someone will","be",3
"30530","someone with","a",3
"30531","someone you","know",3
"30532","someone you","love",3
"30533","something a","little",3
"30534","something about","a",3
"30535","something about","that",3
"30536","something bigger","than",3
"30537","something called","the",3
"30538","something else","that",3
"30539","something for","the",3
"30540","something goes","wrong",3
"30541","something i","have",3
"30542","something i","think",3
"30543","something i","was",3
"30544","something in","the",3
"30545","something like","a",3
"30546","something on","the",3
"30547","something special","for",3
"30548","something that","made",3
"30549","something that","might",3
"30550","something that","they",3
"30551","something that","was",3
"30552","something that","you",3
"30553","something they","dont",3
"30554","something to","keep",3
"30555","something with","my",3
"30556","something wrong","with",3
"30557","sometime during","the",3
"30558","sometimes its","just",3
"30559","sometimes the","people",3
"30560","sometimes they","are",3
"30561","son and","i",3
"30562","son of","a",3
"30563","song do","you",3
"30564","song on","replay",3
"30565","song on","the",3
"30566","song when","i",3
"30567","soon as","you",3
"30568","soon i","will",3
"30569","sooner or","later",3
"30570","sorry i","couldnt",3
"30571","sorry i","havent",3
"30572","sorry i","just",3
"30573","sorry i","was",3
"30574","sorry that","i",3
"30575","sorry to","miss",3
"30576","sorry to","say",3
"30577","sort of","a",3
"30578","sorts of","things",3
"30579","soul and","with",3
"30580","sound in","the",3
"30581","sounding like","a",3
"30582","sounds great","i",3
"30583","sounds like","its",3
"30584","sounds like","we",3
"30585","source of","the",3
"30586","sources such","as",3
"30587","south of","the",3
"30588","space on","the",3
"30589","speak on","it",3
"30590","speak the","truth",3
"30591","speak to","the",3
"30592","speak to","you",3
"30593","special thanks","to",3
"30594","special to","me",3
"30595","speech will","be",3
"30596","spend a","lot",3
"30597","spend more","time",3
"30598","spent in","the",3
"30599","spent on","the",3
"30600","spent so","much",3
"30601","spent some","time",3
"30602","spent the","morning",3
"30603","spirit of","god",3
"30604","spread on","a",3
"30605","spxdow were","and",3
"30606","square in","the",3
"30607","st louis","and",3
"30608","st paddys","day",3
"30609","stain distress","ink",3
"30610","stand for","the",3
"30611","stand out","is",3
"30612","stanley cup","playoffs",3
"30613","staring at","her",3
"30614","stars and","the",3
"30615","start all","over",3
"30616","start listening","to",3
"30617","start thinking","about",3
"30618","start to","finish",3
"30619","start working","on",3
"30620","start working","out",3
"30621","start your","night",3
"30622","started at","the",3
"30623","started in","the",3
"30624","started out","with",3
"30625","started talking","about",3
"30626","started this","blog",3
"30627","started to","feel",3
"30628","started to","get",3
"30629","started with","the",3
"30630","started working","on",3
"30631","starting a","new",3
"30632","state and","the",3
"30633","state in","the",3
"30634","states and","the",3
"30635","states of","america",3
"30636","stay dry","and",3
"30637","stay healthy","and",3
"30638","stay in","a",3
"30639","stay in","and",3
"30640","stay in","bed",3
"30641","stay in","shape",3
"30642","stay strong","and",3
"30643","stay up","and",3
"30644","stayed in","the",3
"30645","stayed up","all",3
"30646","step back","and",3
"30647","step by","step",3
"30648","step down","from",3
"30649","step in","the",3
"30650","step it","up",3
"30651","step up","to",3
"30652","stick to","the",3
"30653","stick with","it",3
"30654","still a","little",3
"30655","still a","very",3
"30656","still be","here",3
"30657","still dont","like",3
"30658","still feel","the",3
"30659","still going","on",3
"30660","still got","a",3
"30661","still got","it",3
"30662","still got","the",3
"30663","still had","a",3
"30664","still has","a",3
"30665","still have","no",3
"30666","still in","a",3
"30667","still in","awe",3
"30668","still in","love",3
"30669","still kind","of",3
"30670","still like","the",3
"30671","still like","to",3
"30672","still living","in",3
"30673","still love","it",3
"30674","still makes","me",3
"30675","still one","of",3
"30676","still plenty","of",3
"30677","still so","much",3
"30678","still the","best",3
"30679","still there","and",3
"30680","still think","of",3
"30681","still willing","to",3
"30682","stood in","the",3
"30683","stop at","a",3
"30684","stop by","to",3
"30685","stop for","the",3
"30686","stop listening","to",3
"30687","stop looking","at",3
"30688","stop smiling","and",3
"30689","stop talking","about",3
"30690","stop watching","the",3
"30691","stopped by","our",3
"30692","stopped for","a",3
"30693","stories about","the",3
"30694","storm i","loved",3
"30695","story and","i",3
"30696","story at","the",3
"30697","story called","the",3
"30698","story is","a",3
"30699","story is","true",3
"30700","story of","love",3
"30701","story on","the",3
"30702","straight to","my",3
"30703","street from","the",3
"30704","street in","the",3
"30705","strengths and","weaknesses",3
"30706","stretch of","the",3
"30707","struck me","as",3
"30708","stuck on","my",3
"30709","stuck with","me",3
"30710","student in","the",3
"30711","students in","the",3
"30712","students of","the",3
"30713","studio one","studio",3
"30714","stuff for","the",3
"30715","stuff that","i",3
"30716","stuff you","dont",3
"30717","style of","the",3
"30718","success is","a",3
"30719","success is","not",3
"30720","such a","short",3
"30721","such a","smart",3
"30722","such a","way",3
"30723","such a","well",3
"30724","such an","awesome",3
"30725","such an","exciting",3
"30726","such an","inspiration",3
"30727","such as","i",3
"30728","such as","it",3
"30729","sudan peoples","liberation",3
"30730","suggest that","any",3
"30731","sum it","up",3
"30732","summer of","the",3
"30733","sums up","the",3
"30734","sunday and","monday",3
"30735","sunny day","in",3
"30736","super bowl","sunday",3
"30737","supportive of","the",3
"30738","suppose it","was",3
"30739","supposed to","know",3
"30740","supposed to","make",3
"30741","sure he","is",3
"30742","sure he","was",3
"30743","sure how","many",3
"30744","sure i","just",3
"30745","sure i","will",3
"30746","sure if","im",3
"30747","sure if","we",3
"30748","sure ill","be",3
"30749","sure is","a",3
"30750","sure of","it",3
"30751","sure of","the",3
"30752","sure she","is",3
"30753","sure to","come",3
"30754","sure to","enter",3
"30755","sure what","to",3
"30756","sure whatever","you",3
"30757","sure why","i",3
"30758","sure you","are",3
"30759","sure you","can",3
"30760","sure you","check",3
"30761","sure you","dont",3
"30762","sure you","get",3
"30763","sure you","know",3
"30764","sure you","take",3
"30765","surprise when","i",3
"30766","surprised by","how",3
"30767","surprised me","with",3
"30768","surprised that","i",3
"30769","surprised to","learn",3
"30770","surrounded by","people",3
"30771","switch to","the",3
"30772","table next","to",3
"30773","take a","breath",3
"30774","take a","day",3
"30775","take a","second",3
"30776","take a","step",3
"30777","take a","trip",3
"30778","take full","advantage",3
"30779","take him","and",3
"30780","take in","a",3
"30781","take into","account",3
"30782","take into","consideration",3
"30783","take it","from",3
"30784","take it","off",3
"30785","take it","out",3
"30786","take it","to",3
"30787","take me","home",3
"30788","take pictures","of",3
"30789","take responsibility","for",3
"30790","take such","a",3
"30791","take that","back",3
"30792","take the","children",3
"30793","take the","lead",3
"30794","take them","to",3
"30795","take you","on",3
"30796","take you","out",3
"30797","take your","time",3
"30798","taken by","the",3
"30799","taken from","us",3
"30800","taken off","the",3
"30801","taken over","the",3
"30802","taken the","time",3
"30803","taken to","the",3
"30804","takes forever","to",3
"30805","takes it","to",3
"30806","takes me","back",3
"30807","taking advantage","of",3
"30808","taking the","day",3
"30809","talk about","a",3
"30810","talk about","what",3
"30811","talk about","your",3
"30812","talk to","about",3
"30813","talk to","her",3
"30814","talk to","people",3
"30815","talked to","me",3
"30816","talked to","you",3
"30817","talking about","a",3
"30818","talking about","him",3
"30819","talking about","it",3
"30820","talking about","me",3
"30821","talking about","my",3
"30822","talking about","you",3
"30823","talking to","the",3
"30824","talks about","the",3
"30825","tardy for","the",3
"30826","taste the","best",3
"30827","taught me","the",3
"30828","taught me","to",3
"30829","teach you","how",3
"30830","team at","the",3
"30831","team has","been",3
"30832","team i","have",3
"30833","teamed up","with",3
"30834","teams in","the",3
"30835","technical difficulties","with",3
"30836","tell him","how",3
"30837","tell him","i",3
"30838","tell me","and",3
"30839","tell me","he",3
"30840","tell me","more",3
"30841","tell me","on",3
"30842","tell me","they",3
"30843","tell me","where",3
"30844","tell that","i",3
"30845","tell the","world",3
"30846","tell them","that",3
"30847","tell us","about",3
"30848","tell you","a",3
"30849","telling a","story",3
"30850","telling me","how",3
"30851","telling me","to",3
"30852","telling me","you",3
"30853","telling you","i",3
"30854","tells him","that",3
"30855","tells him","to",3
"30856","tells me","hes",3
"30857","tells them","to",3
"30858","ten years","in",3
"30859","testament to","the",3
"30860","text of","the",3
"30861","text you","first",3
"30862","th birthday","on",3
"30863","th century","when",3
"30864","th in","the",3
"30865","th or","th",3
"30866","th th","th",3
"30867","than a","little",3
"30868","than a","month",3
"30869","than all","the",3
"30870","than anything","i",3
"30871","than be","in",3
"30872","than ever","before",3
"30873","than ever","to",3
"30874","than going","to",3
"30875","than i","ever",3
"30876","than i","want",3
"30877","than it","was",3
"30878","than last","year",3
"30879","than million","in",3
"30880","than my","own",3
"30881","than percent","of",3
"30882","than that","to",3
"30883","than the","first",3
"30884","than the","other",3
"30885","than they","are",3
"30886","than they","were",3
"30887","than this","one",3
"30888","than to","have",3
"30889","than two","hours",3
"30890","than two","months",3
"30891","than two","weeks",3
"30892","than you","might",3
"30893","thank all","of",3
"30894","thank goodness","for",3
"30895","thank goodness","it",3
"30896","thank u","for",3
"30897","thank you","again",3
"30898","thank you","also",3
"30899","thank you","card",3
"30900","thank you","everyone",3
"30901","thank you","father",3
"30902","thank you","hope",3
"30903","thank you","jesus",3
"30904","thankful for","this",3
"30905","thankful for","what",3
"30906","thankful that","i",3
"30907","thanks again","to",3
"30908","thanks as","always",3
"30909","thanks for","checking",3
"30910","thanks for","giving",3
"30911","thanks for","helping",3
"30912","thanks for","liking",3
"30913","thanks for","mentioning",3
"30914","thanks for","putting",3
"30915","thanks for","reading",3
"30916","thanks for","rt",3
"30917","thanks for","rting",3
"30918","thanks for","sending",3
"30919","thanks for","that",3
"30920","thanks for","watching",3
"30921","thanks im","not",3
"30922","thanks it","was",3
"30923","thanks its","been",3
"30924","thanks man","appreciate",3
"30925","thanks man","i",3
"30926","thanksgiving to","everyone",3
"30927","that a","few",3
"30928","that a","little",3
"30929","that and","a",3
"30930","that and","im",3
"30931","that anyone","can",3
"30932","that appeals","to",3
"30933","that are","so",3
"30934","that are","the",3
"30935","that as","well",3
"30936","that as","you",3
"30937","that because","of",3
"30938","that brings","me",3
"30939","that but","it",3
"30940","that but","we",3
"30941","that by","the",3
"30942","that came","from",3
"30943","that came","to",3
"30944","that came","up",3
"30945","that can","make",3
"30946","that comes","from",3
"30947","that comes","into",3
"30948","that comes","to",3
"30949","that could","happen",3
"30950","that could","make",3
"30951","that could","work",3
"30952","that day","i",3
"30953","that doesnt","involve",3
"30954","that doesnt","sound",3
"30955","that ended","in",3
"30956","that even","possible",3
"30957","that first","day",3
"30958","that for","me",3
"30959","that from","the",3
"30960","that god","gives",3
"30961","that had","happened",3
"30962","that had","to",3
"30963","that happen","to",3
"30964","that have","come",3
"30965","that he","also",3
"30966","that he","doesnt",3
"30967","that he","isnt",3
"30968","that he","loves",3
"30969","that he","might",3
"30970","that he","or",3
"30971","that he","said",3
"30972","that he","should",3
"30973","that i","absolutely",3
"30974","that i","come",3
"30975","that i","forgot",3
"30976","that i","grew",3
"30977","that i","loved",3
"30978","that i","mean",3
"30979","that i","missed",3
"30980","that i","picked",3
"30981","that i","tell",3
"30982","that i","took",3
"30983","that i","truly",3
"30984","that i","wont",3
"30985","that i","wouldnt",3
"30986","that i","write",3
"30987","that id","be",3
"30988","that id","never",3
"30989","that if","it",3
"30990","that if","youre",3
"30991","that im","going",3
"30992","that im","pretty",3
"30993","that im","so",3
"30994","that im","sure",3
"30995","that in","fact",3
"30996","that in","this",3
"30997","that is","amazing",3
"30998","that is","great",3
"30999","that is","healing",3
"31000","that is","often",3
"31001","that is","some",3
"31002","that is","true",3
"31003","that is","until",3
"31004","that is","up",3
"31005","that is","where",3
"31006","that it","aint",3
"31007","that it","isnt",3
"31008","that it","makes",3
"31009","that it","might",3
"31010","that itll","be",3
"31011","that its","still",3
"31012","that ive","never",3
"31013","that ive","started",3
"31014","that just","a",3
"31015","that keeps","the",3
"31016","that lead","to",3
"31017","that look","like",3
"31018","that looked","like",3
"31019","that made","them",3
"31020","that made","you",3
"31021","that make","it",3
"31022","that make","me",3
"31023","that makes","sense",3
"31024","that makes","them",3
"31025","that many","things",3
"31026","that many","times",3
"31027","that mean","you",3
"31028","that moment","i",3
"31029","that more","of",3
"31030","that more","than",3
"31031","that much","and",3
"31032","that much","better",3
"31033","that much","i",3
"31034","that much","more",3
"31035","that must","have",3
"31036","that my","baby",3
"31037","that my","best",3
"31038","that my","parents",3
"31039","that not","only",3
"31040","that of","a",3
"31041","that of","course",3
"31042","that one","for",3
"31043","that one","person",3
"31044","that over","the",3
"31045","that picture","of",3
"31046","that pretty","much",3
"31047","that really","matters",3
"31048","that resulted","in",3
"31049","that rt","i",3
"31050","that s","show",3
"31051","that same","day",3
"31052","that says","i",3
"31053","that seemed","to",3
"31054","that seems","like",3
"31055","that she","and",3
"31056","that she","wasnt",3
"31057","that shes","not",3
"31058","that shit","is",3
"31059","that shit","on",3
"31060","that show","the",3
"31061","that so","much",3
"31062","that someone","was",3
"31063","that sometimes","i",3
"31064","that sounds","about",3
"31065","that start","with",3
"31066","that sums","up",3
"31067","that suppose","to",3
"31068","that surprised","me",3
"31069","that the","author",3
"31070","that the","beer",3
"31071","that the","bible",3
"31072","that the","books",3
"31073","that the","boys",3
"31074","that the","british",3
"31075","that the","city",3
"31076","that the","country",3
"31077","that the","current",3
"31078","that the","family",3
"31079","that the","gop",3
"31080","that the","holy",3
"31081","that the","last",3
"31082","that the","little",3
"31083","that the","number",3
"31084","that the","only",3
"31085","that the","police",3
"31086","that the","real",3
"31087","that the","universe",3
"31088","that the","us",3
"31089","that the","world",3
"31090","that their","children",3
"31091","that there","were",3
"31092","that they","cant",3
"31093","that they","dont",3
"31094","that they","make",3
"31095","that they","might",3
"31096","that theyve","been",3
"31097","that this","has",3
"31098","that to","happen",3
"31099","that to","my",3
"31100","that was","about",3
"31101","that was","actually",3
"31102","that was","also",3
"31103","that was","before",3
"31104","that was","for",3
"31105","that was","going",3
"31106","that was","just",3
"31107","that was","like",3
"31108","that was","nothing",3
"31109","that was","tough",3
"31110","that way","the",3
"31111","that way","we",3
"31112","that we","cant",3
"31113","that we","did",3
"31114","that we","didnt",3
"31115","that we","got",3
"31116","that we","know",3
"31117","that we","live",3
"31118","that we","love",3
"31119","that we","should",3
"31120","that we","too",3
"31121","that we","want",3
"31122","that well","be",3
"31123","that were","actually",3
"31124","that what","i",3
"31125","that what","they",3
"31126","that when","it",3
"31127","that when","you",3
"31128","that which","is",3
"31129","that will","allow",3
"31130","that will","get",3
"31131","that will","keep",3
"31132","that will","never",3
"31133","that with","a",3
"31134","that with","all",3
"31135","that wont","be",3
"31136","that would","require",3
"31137","that you","actually",3
"31138","that you","all",3
"31139","that you","didnt",3
"31140","that you","enjoy",3
"31141","that you","really",3
"31142","that you","understand",3
"31143","that youve","been",3
"31144","thatd be","a",3
"31145","thats a","lie",3
"31146","thats a","little",3
"31147","thats a","nice",3
"31148","thats a","whole",3
"31149","thats how","the",3
"31150","thats it","im",3
"31151","thats just","how",3
"31152","thats just","the",3
"31153","thats not","a",3
"31154","thats not","an",3
"31155","thats not","really",3
"31156","thats not","true",3
"31157","thats one","of",3
"31158","thats right","i",3
"31159","thats so","sweet",3
"31160","thats supposed","to",3
"31161","thats the","one",3
"31162","thats the","truth",3
"31163","thats what","a",3
"31164","thats what","it",3
"31165","thats what","they",3
"31166","thats when","the",3
"31167","thats why","im",3
"31168","thats why","youre",3
"31169","the a","to",3
"31170","the absolute","best",3
"31171","the acquisition","of",3
"31172","the actions","of",3
"31173","the adoption","of",3
"31174","the adventures","of",3
"31175","the afternoon","and",3
"31176","the air","i",3
"31177","the air","is",3
"31178","the alarm","clock",3
"31179","the album","is",3
"31180","the altered","alice",3
"31181","the american","heart",3
"31182","the american","revolution",3
"31183","the amount","that",3
"31184","the ancient","one",3
"31185","the anniversary","of",3
"31186","the appearance","of",3
"31187","the arab","world",3
"31188","the area","and",3
"31189","the area","of",3
"31190","the argument","that",3
"31191","the armed","forces",3
"31192","the art","world",3
"31193","the assassination","of",3
"31194","the assistance","of",3
"31195","the associated","press",3
"31196","the audacity","to",3
"31197","the audience","of",3
"31198","the author","is",3
"31199","the average","for",3
"31200","the back","cover",3
"31201","the back","is",3
"31202","the back","to",3
"31203","the bad","guys",3
"31204","the band","members",3
"31205","the bar","on",3
"31206","the base","of",3
"31207","the bases","loaded",3
"31208","the basic","program",3
"31209","the beach","and",3
"31210","the beach","i",3
"31211","the beach","in",3
"31212","the beach","or",3
"31213","the beer","was",3
"31214","the beginning","and",3
"31215","the beginnings","of",3
"31216","the best","at",3
"31217","the best","friends",3
"31218","the best","ive",3
"31219","the best","me",3
"31220","the best","mom",3
"31221","the best","out",3
"31222","the best","revenge",3
"31223","the best","so",3
"31224","the best","thanks",3
"31225","the best","to",3
"31226","the best","we",3
"31227","the best","week",3
"31228","the best","year",3
"31229","the better","of",3
"31230","the bible","says",3
"31231","the bible","that",3
"31232","the big","dance",3
"31233","the big","screen",3
"31234","the big","show",3
"31235","the bill","will",3
"31236","the birthday","party",3
"31237","the black","and",3
"31238","the black","community",3
"31239","the blame","for",3
"31240","the block","of",3
"31241","the blog","hop",3
"31242","the blog","on",3
"31243","the blogs","i",3
"31244","the board","to",3
"31245","the bones","of",3
"31246","the book","but",3
"31247","the book","it",3
"31248","the book","or",3
"31249","the book","this",3
